causality_from,causality_to,weight
trstplt,rlgdnm,0.10287871062087758
pdwrk,wkdcorga,0.10286933527579409
happy,sclmeet,0.10283948352118377
mnactic,domicil,0.10282710190329356
edulvlpb,happy,0.10279797943019328
rshpsts,dsbldp,0.10278685208097117
mainact,imdfetn,0.10278573206397393
trstlgl,polintr,0.1027697655912101
lrscale,uempli,0.10275801501293318
stfdem,dscrdsb,0.1027352262620097
edctn,imdfetn,0.10272988687855422
wkdcorga,stflife,0.10270675094943407
trstep,mnactic,0.10270394841158886
rlgdnm,dscrage,0.10270355550624438
trstprl,emplrel,0.10269653428004943
dngnapp,dsbldp,0.10268918020239794
dsbld,crpdwk,0.10265037601201214
dvrcdeva,dsbldp,0.10262373400238706
imueclt,trstplt,0.10262064873816311
imwbcnt,trstep,0.1026100949845852
eiscedm,eiscedf,0.10261006209321076
pdwrkp,hinctnta,0.10260661033606437
pplfair,stfdem,0.10259801363375698
edctn,uemp3m,0.10259762115235109
hincsrca,ctzcntr,0.10258941778364439
chldhhe,emprf14,0.10256944185637365
rtrd,stfedu,0.10256866180348792
bctprd,uemp5yr,0.10256821984225446
trstep,maritalb,0.10254264615470414
imueclt,hswrk,0.10253478547933828
wrkac6m,bctprd,0.1025067654791402
dscrgrp,uemp3m,0.10250328727679506
sclact,emprelp,0.10247390457828047
dsbldp,rlgblg,0.10245649316282658
dvrcdeva,dscroth,0.10242619999232282
tporgwk,dscroth,0.10241998829045867
rlgblg,trstep,0.1023982508478337
hswrkp,dscrdsb,0.10238671644875691
clsprty,edctnp,0.10236558237988236
hlthhmp,ctzcntr,0.102346110867863
mainact,stfgov,0.10234053890182424
mainact,happy,0.10233844891052701
edctnp,health,0.1023308788048008
crpdwkp,polintr,0.10232220806921721
dscrage,uempli,0.10231296119114942
mainact,uemp5yr,0.10230271727895707
dsbld,uemplip,0.10228858195128392
eiscedp,dngnapp,0.1022780090871172
dscrsex,dscretn,0.1022730606917184
eiscedf,pplfair,0.1022491403715803
dscrrce,imbgeco,0.10222620228559806
trstprl,polintr,0.1022176511559473
lvgptnea,polintr,0.10221694952499788
emprm14,rlgblg,0.10217306581162842
rtrd,imueclt,0.10213647970977015
wrkctra,imdfetn,0.10212793661334629
aesfdrk,edulvlpb,0.10212566262843631
mnactic,dscrgrp,0.10212411199927275
dngothp,imwbcnt,0.10212144848163611
dscroth,trstplc,0.1021202201726091
rshpsts,dngoth,0.10210534386310885
estsz,pdwrk,0.10210312550394189
lvgptnea,happy,0.10209448271509067
eiscedm,polintr,0.10209053294828296
stfeco,pdwrkp,0.1020759104357091
nacer2,occm14b,0.10207278652768037
rshpsts,stfedu,0.10206758591719602
uempli,trstplc,0.10205703752444942
trstun,pdwrk,0.10205159422774074
hswrkp,sclmeet,0.10204240580903053
edulvlpb,uemp3m,0.10202955824839552
dscrgrp,dscrrce,0.1019924948304907
imbgeco,edulvlpb,0.10196230960341938
aesfdrk,lrscale,0.10193261656919357
uemp3m,trstun,0.10193256293440017
polintr,impcntr,0.10191574430732536
edulvlfb,mocntr,0.10189866791697103
pdjobev,mainact,0.10188524696546736
sclact,stfeco,0.10188367319805597
hswrkp,marsts,0.10188292607254795
mbtru,jbspv,0.10181194234205625
pdwrk,dscrntn,0.10179624961576
polintr,edctnp,0.10177949880601292
emprelp,stfedu,0.10173934127654216
pplhlp,trstplt,0.10168291793180524
emplrel,hinctnta,0.10164489547809842
uemplap,mainact,0.10164348170259081
stfeco,uempla,0.10160573574879053
pdjobev,iorgact,0.10160485340472881
stflife,imueclt,0.10158339744446203
eiscedp,imwbcnt,0.10158234950268538
hlthhmp,rtrdp,0.1015536393182705
facntr,emprelp,0.10154313533533274
hswrk,rtrd,0.10153754273475477
dscretn,stfgov,0.1015324127537795
eiscedf,dscrlng,0.10148403348249385
edctnp,dscrrlg,0.1014766467166627
stfeco,imsmetn,0.10146320109603664
trstprl,happy,0.10145614840539412
rlgdnm,imbgeco,0.1014494784989398
tporgwk,edulvlmb,0.10144291335705227
pplhlp,uempla,0.10138735488262324
imbgeco,trstlgl,0.10138152599331421
pdwrk,dngothp,0.10134687300385505
aesfdrk,stflife,0.1013161747413874
rlgdnm,imsmetn,0.10130500439688134
rshpsts,occf14b,0.1012577691544406
rtrdp,aesfdrk,0.10125317428155436
eiscedm,rtrd,0.1012228072519076
emprm14,dscroth,0.10121773055726763
dscretn,trstprl,0.10121188661788899
dscroth,wrkac6m,0.10120622830823281
bctprd,jbspv,0.10120601804792353
pdwrkp,dngoth,0.1011828160764218
bctprd,wrkctra,0.10117224224203773
dsbldp,stfeco,0.10116765397047899
hincsrca,stfedu,0.10113341399067469
mnactp,stfgov,0.10112697717859169
emprelp,estsz,0.10109294036870317
dngnapp,hincfel,0.10109144089299463
stfdem,rtrdp,0.1010715112622741
pdwrkp,trstun,0.10104813605356178
tporgwk,maritalb,0.10091644681053374
rshpsts,sclmeet,0.10091070325371874
occm14b,marsts,0.10090352378011261
occm14b,ctzcntr,0.10090221849619513
uempla,dscrgnd,0.10090181121268636
aesfdrk,crpdwk,0.10089324554074126
mnactp,occm14b,0.10083553824062176
hswrk,health,0.10082440271004918
edctnp,stfgov,0.10081569489393712
dngnapp,dscrgrp,0.10081095756975819
wrkac6m,uemp5yr,0.10080830394418547
dsbld,crpdwkp,0.1007989816110184
dscrdsb,mainact,0.10077335251336454
lvgptnea,stfeco,0.10075945891189228
wrkac6m,domicil,0.10074975607876241
hinctnta,dvrcdeva,0.10074087928785437
occm14b,nacer2,0.10072856970769134
hlthhmp,domicil,0.10072451394236245
edctnp,imbgeco,0.10072316375837065
occf14b,trstprt,0.10070152068460486
dscrrce,hincfel,0.1006760599662978
happy,eiscedm,0.10066794478615786
imbgeco,trstplc,0.10066436208892501
mnactic,dvrcdeva,0.10065070057803643
freehms,trstlgl,0.10061746284164855
freehms,hincsrca,0.1006162888203476
trstplc,emprf14,0.10061470036205898
impcntr,crmvct,0.1005683893647047
dsbldp,dngnapp,0.10056496889378164
jbspv,pdwrkp,0.10054811574171851
crpdwkp,aesfdrk,0.10048768281459625
dscrage,dscrdsb,0.10048221149313849
facntr,rtrdp,0.10043465314407735
pdjobev,mnactic,0.10042146854309214
maritalb,dngnapp,0.10040102563403133
uemp5yr,mocntr,0.10039796660333139
iorgact,mnactic,0.10038596024087348
dngothp,dscroth,0.10033373561950426
hincsrca,uemp5yr,0.1003334435697395
mnactic,imdfetn,0.10033064411586529
edulvlfb,crmvct,0.10031547099927597
ctzcntr,stfedu,0.10031324598130256
dscroth,trstep,0.10029740896220524
uemp3m,dscroth,0.10026641199106623
trstprt,lvgptnea,0.10025045499725156
dngothp,dsbld,0.10024253294521225
iorgact,hswrk,0.10021973640080405
lrscale,domicil,0.10018290962021209
edctnp,aesfdrk,0.10017017742380636
facntr,dsbld,0.10015155356257656
hinctnta,impcntr,0.10009897700699491
rlgdnm,pdwrkp,0.10007168935816121
dngoth,imueclt,0.10006624563568729
freehms,iorgact,0.10006355670952921
mbtru,atncrse,0.10005006999426944
mbtru,dscrrce,0.1000430109738548
rlgdnm,imwbcnt,0.10002923004548223
tporgwk,hincfel,0.10002003361669734
dscrgnd,eisced,0.10001230035252642
hswrkp,imwbcnt,0.09999702126543006
chldhhe,edctnp,0.09998887177093124
dscrdsb,trstun,0.09998313443722429
impcntr,eiscedp,0.09996791207140523
maritalb,dsbld,0.09994699404174595
mnactic,pdjobev,0.0999455361237824
dscrrce,mnactp,0.09992535289760032
stfdem,aesfdrk,0.09991218011964775
dscretn,uemplip,0.09990516772125518
occf14b,iorgact,0.09990027936075577
stfeco,wrkac6m,0.09988753921299218
dscretn,emprelp,0.09988742326558361
rlgdnm,dscrgrp,0.09985783279856408
edctn,freehms,0.09983986521847368
dscrdsb,domicil,0.09983661253178039
occm14b,tporgwk,0.09980532332169112
imbgeco,impcntr,0.09978579602728556
chldhhe,uemp3m,0.0997786070936208
pdwrk,occm14b,0.09977539166341227
rtrd,ctzcntr,0.09976496983731425
dscroth,dsbldp,0.09975895058519858
edulvlfb,wkdcorga,0.09972051734206383
dscrrlg,emprm14,0.09971388299308197
stfeco,trstun,0.09971033998698853
stfhlth,dscrlng,0.0996932036145798
crpdwkp,trstprt,0.09966454029927665
edulvlpb,trstep,0.09964859398276543
edulvlb,hincfel,0.09963210688818164
dngothp,domicil,0.0996217928154498
pplfair,wrkac6m,0.09961894425638146
domicil,trstprt,0.09961330844356649
occm14b,stfeco,0.09960630723128377
hincsrca,clsprty,0.09957855018064538
wkdcorga,stfdem,0.09957123060502307
rlgblg,mocntr,0.09956989287215198
rtrd,trstprt,0.09956879449273803
hincfel,edctnp,0.0995684996032081
stfhlth,crpdwk,0.09955501492798886
wkdcorga,occm14b,0.09954852567848295
trstplc,health,0.09954074315338203
jbspv,mainact,0.09953659750837078
uemplap,uemplip,0.09952745636021756
maritalb,pplhlp,0.09950527566246084
edctn,stfedu,0.09950278037637222
pdjobev,dscroth,0.0994763834262217
imsmetn,pdwrk,0.09944818507567876
dscrage,ctzcntr,0.09942454729965625
occf14b,impcntr,0.09941818693973367
stfdem,rlgdnm,0.0993905212754485
dscrgnd,mbtru,0.09938856145924063
stflife,chldhhe,0.09938775471817203
uemp5yr,facntr,0.09936914761431294
estsz,stfedu,0.09933705434378448
edctnp,dngoth,0.0993342763805691
uemp3m,edctnp,0.09929869862372867
trstplt,eiscedm,0.09929499131665906
mocntr,tporgwk,0.09926517823436859
crmvct,stfdem,0.09926297885740576
freehms,imueclt,0.09925211896956672
maritalb,health,0.09922646536529157
dscrdsb,hswrk,0.09922310225620073
dscroth,dscrlng,0.0992086347209164
crmvct,emprm14,0.09920748661488005
edctn,crpdwkp,0.09919795804639706
rlgdnm,jbspv,0.0991956422901025
imueclt,imwbcnt,0.0991793946201096
stfgov,edctn,0.09917188366134264
trstun,uemp3m,0.09916368717709767
crpdwk,imsmetn,0.09915247221371232
nacer2,uemp3m,0.09911847146746619
hincsrca,freehms,0.09911379551961991
hincsrca,edulvlpb,0.09908051585007419
rtrdp,hswrkp,0.09907197323207047
emprelp,facntr,0.09905316596780844
emprm14,imsmetn,0.09904903583406008
hincfel,mnactp,0.09904772695192673
mbtru,trstplc,0.09903762552371839
marsts,uemplip,0.09903638987269008
trstplt,uemp12m,0.09903555190157964
bctprd,hswrk,0.0990321449796212
pdwrk,edulvlb,0.09901448006649369
sclact,atncrse,0.09898481757838043
edctnp,mocntr,0.09897908880514726
dscrntn,eiscedf,0.09897309892098409
pdwrkp,mnactic,0.09894790211223546
crpdwk,stfdem,0.09892591133155802
lrscale,chldhhe,0.09892376012976208
eiscedf,dngothp,0.09891341800198908
hswrk,uemplip,0.0989117160844494
polintr,uemp12m,0.09890636086148036
pdwrkp,stfhlth,0.09889398470498356
mbtru,stfgov,0.09887346090150584
eiscedm,trstprl,0.09887194135264703
hlthhmp,facntr,0.09886139690113313
iorgact,dscrrce,0.09884468805641398
health,occm14b,0.09880974624639698
dngoth,dsbldp,0.09880150611112495
iorgact,eisced,0.09880072829736106
edulvlmb,stfhlth,0.09878588807288052
maritalb,edulvlfb,0.09873943641013558
uemp3m,aesfdrk,0.09873858112095872
occm14b,uemplip,0.09873379075736027
clsprty,uemplap,0.09873093256735385
imbgeco,rtrdp,0.09871852799132388
clsprty,trstprt,0.09871801027238468
crpdwkp,crmvct,0.09871548460136736
mnactp,edulvlpb,0.09871304939972368
pdwrkp,mnactp,0.09870354220966518
uempli,atncrse,0.09868498445188945
trstplc,domicil,0.09867769828318981
impcntr,occf14b,0.09867626831784256
eisced,stflife,0.09867270112470115
pdwrkp,dvrcdeva,0.0986570933588974
stfdem,stflife,0.09865633412911043
edulvlpb,mocntr,0.09862640389328299
hincfel,chldhhe,0.0986101857874446
rlgdnm,edulvlpb,0.09858774388691766
bctprd,trstun,0.0985769933639051
edulvlb,crpdwk,0.09856960890780825
hswrkp,hincfel,0.09856846613165249
impcntr,eisced,0.09855186118836165
mnactp,clsprty,0.09852189363665274
edulvlpb,dvrcdeva,0.0985200484776008
ctzcntr,jbspv,0.09851654781746882
dsbldp,crmvct,0.09850056600163777
crpdwkp,jbspv,0.09849282039262079
pdwrk,eiscedm,0.0984884417416429
lvgptnea,facntr,0.09848776966199346
dscrntn,facntr,0.09847570924662707
edulvlmb,marsts,0.09846578536886186
dscrage,marsts,0.09845991264169161
dscrgnd,hincfel,0.0984595453994844
pdjobev,marsts,0.09845315888913667
trstun,nacer2,0.09844736347964404
emprf14,freehms,0.09843044191228445
emprf14,hincfel,0.09838824999855558
crmvct,mnactp,0.09837181015119895
hinctnta,health,0.09833683396137989
edctnp,dscrlng,0.09831571739518029
trstprl,pdwrkp,0.09831443543368681
domicil,dngnapp,0.09828055646017353
trstprt,bctprd,0.09827842249795565
dngothp,impcntr,0.09823905526857382
rlgblg,emprf14,0.09823508681205448
dscrlng,uempli,0.0982285233704925
dsbld,hlthhmp,0.09820049779838122
crmvct,facntr,0.09820009481791349
dscrrce,uemplap,0.09819949823727706
cmsrv,pdwrk,0.09818912528791718
trstplc,stfgov,0.0981789654114551
impcntr,stfedu,0.09817601471633944
crpdwk,edctn,0.09817400987324026
atncrse,eiscedp,0.09815238227979384
mainact,trstprt,0.09814258994153521
dngnapp,tporgwk,0.09814203364895002
rtrdp,crpdwkp,0.09813709455815846
tporgwk,clsprty,0.09813699610305726
trstep,dscroth,0.09813563087251138
hswrk,trstun,0.09811308055689187
hswrkp,uemplip,0.09809118000647261
dscrage,nacer2,0.09808965709878256
dscrlng,jbspv,0.09808442811695506
mocntr,hincsrca,0.09804959607333313
aesfdrk,uemp12m,0.09804736776282086
eiscedp,rtrd,0.09804205896193546
atncrse,wrkctra,0.09803427358229318
trstplc,wrkac6m,0.09802419652574756
pdwrkp,trstprl,0.09801287351268369
dngothp,mnactp,0.09799799894665036
edulvlpb,rlgblg,0.09797640577592624
mainact,lvgptnea,0.09797477503890425
facntr,stfgov,0.09796841218740665
dngothp,trstplc,0.09796329467969593
clsprty,uemp5yr,0.0979504211965073
rshpsts,edulvlmb,0.09795029218721633
edulvlmb,atncrse,0.09792998747038716
mnactic,hswrk,0.09791399548080844
dscrgnd,dsbld,0.09788679442689185
imwbcnt,dscrgrp,0.09787076276715476
stfedu,maritalb,0.09785936667992876
dscretn,dscrlng,0.09783300705634523
uemplap,edulvlpb,0.0978197061290288
mnactp,atncrse,0.0978063740523787
tporgwk,dscrdsb,0.09780170084068185
emprm14,imbgeco,0.0977700955345584
lvgptnea,wkdcorga,0.09775789122652126
uemplap,emprelp,0.09775398461074927
edctnp,sclmeet,0.09774614680900044
rshpsts,dscrrlg,0.09773019845581804
dngothp,dsbldp,0.09772791629443135
iorgact,edulvlfb,0.09772273369793072
pdwrkp,rtrdp,0.09769058018783022
emprelp,rshpsts,0.09766659817392992
edulvlfb,dvrcdeva,0.09766076693244342
stflife,aesfdrk,0.09760310531705418
bctprd,dngnap,0.09759370041766241
crpdwk,stfedu,0.09759143598767528
mbtru,estsz,0.09756947538749113
maritalb,lrscale,0.09755697124504191
domicil,imwbcnt,0.09755433837725969
happy,atncrse,0.09753923120015898
dscrsex,mainact,0.09753238876982995
imueclt,mnactp,0.09753162400426912
stfeco,dscrgnd,0.09751630011516585
dscrgrp,sclmeet,0.09750262071674853
rtrd,dvrcdeva,0.09749722037942186
marsts,imdfetn,0.09747206933043351
maritalb,domicil,0.09743934869667317
pdwrk,uemplip,0.09743184009750655
dscrgnd,uempli,0.09742144839821354
mocntr,uemplip,0.09740726926788808
trstprt,rlgblg,0.0973987156546411
freehms,sclact,0.09739489651144363
hswrk,maritalb,0.0973927947976029
rtrdp,hinctnta,0.09739078021962394
occf14b,facntr,0.09735515767820718
hinctnta,domicil,0.09735506835258456
eisced,dscrrlg,0.0973312437014496
tporgwk,rshpsts,0.09732933461427384
imbgeco,facntr,0.09730796789742541
iorgact,eiscedf,0.09728865222689395
edulvlfb,eiscedm,0.09727160640863788
bctprd,mainact,0.09726956725786777
hinctnta,stfhlth,0.09726852120885168
dvrcdeva,polintr,0.09724074116650933
uemplap,eiscedp,0.09723588316289905
polintr,ctzcntr,0.09723494138115939
dscrdsb,uemp3m,0.09722546136813674
crpdwkp,mbtru,0.09722487956132525
imueclt,dscrgnd,0.09722323631101301
imwbcnt,dscrrlg,0.09721354834998117
stfhlth,uemp5yr,0.09721061750551525
trstun,chldhhe,0.09720907477121792
uemp5yr,dscrgnd,0.09719251778051563
stfeco,aesfdrk,0.09716682644808634
impcntr,dngnapp,0.09714575000391622
pplfair,domicil,0.09714354820899185
hswrkp,freehms,0.09712694978274039
mainact,eiscedm,0.09711451458612402
atncrse,edctn,0.09711441257173767
pdwrkp,edulvlpb,0.09708581869683276
emprelp,freehms,0.09705783449886835
mocntr,maritalb,0.097052683080626
hswrkp,stfdem,0.0970381650950456
edulvlb,eiscedf,0.09701586560272021
wrkac6m,dscrage,0.09699758119448575
trstplt,uemplip,0.09698164741492629
stfeco,impcntr,0.09697618728047185
facntr,imdfetn,0.09696228171182228
imsmetn,wkdcorga,0.09696092012663429
mbtru,hincsrca,0.09694659294941188
wkdcorga,uempla,0.09693903059223025
stfdem,hswrk,0.09693869092098475
sclact,trstprt,0.09692342069549104
edulvlmb,wkdcorga,0.09691260774008952
imueclt,crmvct,0.09690717261489658
occm14b,maritalb,0.0968862386698348
rshpsts,hincsrca,0.09688448377128929
stfgov,hincsrca,0.09688218450859043
pplhlp,eisced,0.09688006230972956
imbgeco,crmvct,0.09685967332926593
pdjobev,hlthhmp,0.09685926275000492
rtrd,sclmeet,0.09685585487694841
stfedu,trstplc,0.0968460858502788
dngnapp,dscrsex,0.09683258936254743
dscrrce,health,0.09682673684999053
dscrrlg,ctzcntr,0.09681933722975082
stflife,crpdwk,0.09681853128814558
hswrkp,trstprt,0.09680074948190046
pplfair,hswrkp,0.09677827754095117
impcntr,emprelp,0.09677578457882653
crpdwkp,uemplap,0.0967683090817667
trstprl,stfdem,0.09676128916303381
lvgptnea,nacer2,0.0967612203287945
uempla,emplrel,0.09674499155191979
eiscedf,crpdwk,0.09674354520582432
hswrk,stflife,0.09674116150789405
dsbld,dscretn,0.09673907148497374
dngnapp,ctzcntr,0.09672567966997636
edulvlb,dscretn,0.09671206427502244
rlgblg,bctprd,0.09670959447961322
dscrgnd,trstlgl,0.09669765276142961
edulvlmb,crpdwkp,0.09668111392583516
dsbldp,pplfair,0.09667588829426735
freehms,eiscedp,0.09667426489358064
dscroth,uemplip,0.0966731584993244
dscretn,rlgblg,0.09664758571179564
uemp3m,dscrrlg,0.0966391241026791
imwbcnt,polintr,0.09663700352371443
sclmeet,crmvct,0.09663208111215738
estsz,edulvlmb,0.09662419162664138
maritalb,dscretn,0.09659629610994631
facntr,rlgdnm,0.09659152876505434
emprm14,trstplc,0.09658296622231921
atncrse,uemp3m,0.09656599952329355
marsts,rtrd,0.09656122982993101
rshpsts,wrkac6m,0.09655466639218635
trstlgl,imueclt,0.09655348696549845
dscrgrp,uempla,0.09653069829507846
stfdem,estsz,0.09652222379358175
rtrdp,stfhlth,0.0965095711213371
hswrkp,domicil,0.0964900087115996
edulvlfb,dscrlng,0.09646717401281589
mnactp,sclmeet,0.09646520336097678
stfhlth,dngothp,0.09646415596779125
estsz,bctprd,0.09645921479623912
edulvlfb,imwbcnt,0.09644150901755155
pdjobev,wrkctra,0.0964206085616569
rlgdnm,edctnp,0.09641649058021254
wrkac6m,freehms,0.09641464000420097
rshpsts,edctnp,0.0964110910326593
hlthhmp,imueclt,0.09638748055259705
imbgeco,edctnp,0.09636887143754826
jbspv,mbtru,0.096348928004857
uemp5yr,eisced,0.09633920798208637
stfedu,dsbldp,0.09631897072589601
imwbcnt,uemplap,0.0963130239076799
imsmetn,trstep,0.09631262539596015
uemp3m,dscrrce,0.09630822782125274
stflife,mnactic,0.09630633737521498
wrkac6m,tporgwk,0.09630443228470903
imdfetn,emplrel,0.09630376521413356
eisced,imwbcnt,0.09629663150093752
stflife,stfdem,0.09629066687077387
imueclt,stfhlth,0.09628823984332138
pdwrkp,trstep,0.0962817989087042
pdwrk,atncrse,0.09628134628443295
dngothp,happy,0.0962398119308435
eisced,edulvlmb,0.09623122508525145
rlgdnm,hincsrca,0.09621582677426838
dscrdsb,dscrlng,0.09620307148566419
trstprl,uemplip,0.09619772374235154
rshpsts,trstlgl,0.09617820830188775
stflife,trstprt,0.09616988143574902
occm14b,eiscedf,0.09615033731468149
mnactic,iorgact,0.09614521490836281
stfdem,occf14b,0.096141405106652
stflife,pdwrk,0.09612593643381387
uempla,mbtru,0.09610452508676422
pdjobev,edctnp,0.09609049615818685
edulvlmb,mbtru,0.09608886030085831
domicil,crmvct,0.09604625020383814
rtrd,dscrntn,0.0960409194464725
trstprl,hswrkp,0.09602582162710668
health,maritalb,0.09601226558084541
mnactp,wrkac6m,0.09601076843606615
dvrcdeva,dscrgrp,0.09600055038925027
edulvlfb,hswrk,0.09598394708694846
eiscedm,rshpsts,0.09597515680949543
dsbld,domicil,0.09597404123830741
dvrcdeva,imwbcnt,0.09597346114026756
pdwrkp,pplhlp,0.09593533335797076
hlthhmp,dscrntn,0.09592954833841777
imdfetn,uemplip,0.09592394019082184
clsprty,dngoth,0.09591240698195988
dscretn,emplrel,0.09590242360851431
uemp5yr,wkdcorga,0.095885308262526
rtrd,chldhhe,0.09587465658587532
stflife,uemplap,0.09586940186561299
hincfel,edulvlfb,0.09586856052943465
hinctnta,edulvlb,0.09584523083859389
uemp3m,jbspv,0.09583846715675366
dscrage,stfhlth,0.09582643400363373
imsmetn,dsbldp,0.0958183085422212
trstplc,happy,0.09580909409343896
sclact,imwbcnt,0.09579267251619689
emprelp,tporgwk,0.09576356466704405
occf14b,edulvlfb,0.09575437571759318
ctzcntr,stfhlth,0.09573682182378535
hswrk,rlgdnm,0.09572433859488017
iorgact,mnactp,0.09572295316188216
pdjobev,dngnapp,0.09571723090076623
eiscedp,maritalb,0.09571040974179273
mnactic,pplfair,0.09570937518334496
edctn,emprf14,0.09569184693224764
crmvct,rshpsts,0.09568239260593134
edctn,dscrlng,0.09566727480104645
trstprt,dscrntn,0.09566304202419082
imdfetn,eiscedm,0.09566194948552008
stfdem,hswrkp,0.09565302287421706
dscrntn,uemp5yr,0.09563171350780653
imdfetn,happy,0.09560871065023374
dngoth,trstep,0.09559593880171183
eisced,trstlgl,0.09558948835301873
pdjobev,dscrgnd,0.0955759114846384
pplhlp,dscrrce,0.09556222039155729
lrscale,emprm14,0.09554798996055629
edulvlpb,hswrk,0.09554637390585138
trstlgl,emplrel,0.09553698581062774
bctprd,imwbcnt,0.09552700984078334
marsts,wkdcorga,0.09551872276940924
freehms,rtrd,0.09551130936811317
crpdwk,wrkac6m,0.09546337664536814
trstprt,emprelp,0.09546276747011867
dscrage,hincsrca,0.09545869253264948
pplfair,chldhhe,0.09545580492257673
imdfetn,uemplap,0.09545068050715244
mocntr,marsts,0.09544083053926566
uemplip,dscrgnd,0.095435644631458
edulvlpb,mainact,0.09543543729825596
dvrcdeva,crpdwk,0.09543097360380226
uemp12m,dscrlng,0.09539348889397484
trstun,domicil,0.09538045731123224
trstep,dngnapp,0.09537649646405874
nacer2,uemplip,0.09536342234395931
occm14b,imueclt,0.09534296116711644
uempli,emprelp,0.09533856508219188
dscrrce,happy,0.09530825268449236
rtrdp,uempla,0.09529073935950681
freehms,trstun,0.09528234793987952
pdwrk,stfgov,0.09528046117749941
pdwrkp,crpdwkp,0.0952796657787643
hswrk,rlgblg,0.09525558891460482
dvrcdeva,imbgeco,0.09525101198260721
eiscedm,hswrk,0.09523573114103386
imwbcnt,dscrgnd,0.09521577479828706
domicil,wrkctra,0.09520389918841912
trstplc,dvrcdeva,0.09520078713870923
hswrkp,maritalb,0.09519321574692016
dvrcdeva,edctnp,0.09518045455502594
dngnapp,dscrntn,0.09517185291958791
wkdcorga,hincsrca,0.09516370391689843
mnactic,dscrrce,0.09514135416141808
clsprty,uempla,0.09514090220016927
eisced,emplrel,0.09513052343412956
trstprl,dscrgnd,0.0951079179716866
tporgwk,rlgblg,0.09510240087677727
edulvlfb,iorgact,0.09510218259595218
occf14b,eisced,0.09510176778692553
dscrage,emprf14,0.09508640584030649
emprm14,polintr,0.09506467392065979
hswrk,uempla,0.09505115987046847
stfedu,stfeco,0.0950438984582006
eisced,hinctnta,0.09504204309199821
ctzcntr,edctnp,0.09504162523006476
hswrkp,mnactic,0.09504129504681852
chldhhe,dscrntn,0.0950263438606859
emprelp,dscrrce,0.0950160620855771
polintr,wkdcorga,0.09501245025974
lrscale,imwbcnt,0.09500289854120056
uemp5yr,emprm14,0.09499838270042071
uemplip,stfedu,0.09499492257851255
pplhlp,mainact,0.0949896502072008
sclact,pdwrk,0.09498892800723353
stfeco,emprelp,0.09498070574882694
dngothp,rtrd,0.09496850279825958
dngothp,uemplap,0.09495590333138225
aesfdrk,dsbldp,0.09493865238031182
uemp5yr,freehms,0.09493416027923596
maritalb,rshpsts,0.09490679920628974
happy,edctn,0.0948982769158801
dscrrlg,iorgact,0.09488349354747262
chldhhe,bctprd,0.09487534256519105
freehms,dscrgrp,0.09486074833191935
edulvlfb,edctn,0.094860628410147
trstlgl,hinctnta,0.09485253925767234
emplrel,crpdwkp,0.09484421207172389
eiscedf,hlthhmp,0.09483812556610463
uemp3m,trstplt,0.09482787867381721
dsbld,health,0.0948264035901107
rtrdp,trstprl,0.09482376735659045
mbtru,uempli,0.09481094821549443
crpdwkp,dscrlng,0.09480873409196847
emprm14,dvrcdeva,0.09480209482656486
imueclt,uemp5yr,0.0947708948962504
pdwrk,aesfdrk,0.0947664339427946
uemplap,dscrgrp,0.09476260735001758
emplrel,hlthhmp,0.09472419767030002
dscrntn,emprm14,0.09472245189904965
hinctnta,edulvlmb,0.0947220042478602
dscrgnd,dscrdsb,0.0947152519559461
uempli,eisced,0.09469053317503373
imbgeco,uemp12m,0.09468371657019949
sclmeet,uemplip,0.09468311560307151
facntr,dscrlng,0.09466691083626552
mainact,stfdem,0.0946586996453841
pdwrk,clsprty,0.09463913480011354
trstun,uempli,0.09463250175734442
emprm14,ctzcntr,0.0945999523629181
dscrrlg,eisced,0.09459770700469369
hinctnta,pdjobev,0.09459291851934777
dvrcdeva,dngothp,0.09459026354805587
mnactic,eisced,0.09457756590663235
crpdwkp,dngothp,0.09457032039096769
eiscedf,clsprty,0.09455785206028319
crmvct,dscrrce,0.09455666273538507
uemp12m,health,0.0945359528209436
eiscedf,emprelp,0.0945238001808332
atncrse,rtrdp,0.0945191295146578
edulvlmb,hswrkp,0.09451527354448398
edulvlb,rlgdnm,0.09450030969413378
dscrgrp,rshpsts,0.09448264685384267
estsz,hswrk,0.09448039470895205
imdfetn,dscrlng,0.09445301221135541
dngothp,iorgact,0.09443395450005569
rtrdp,mocntr,0.094429282891764
dscrsex,hincfel,0.0944089700773652
bctprd,eiscedp,0.0944089460607154
uemp5yr,clsprty,0.09440686859677937
mainact,facntr,0.09438872979387268
imsmetn,estsz,0.09437716766018397
dvrcdeva,stflife,0.09434430379119016
rtrdp,mnactp,0.09433398896664155
rtrdp,occm14b,0.09432665511557731
occf14b,marsts,0.09431064612731774
nacer2,dngoth,0.09430550848735442
eisced,estsz,0.09429977239080899
rtrdp,edctnp,0.09429257534292973
eiscedp,rlgblg,0.09425423206046912
eiscedm,iorgact,0.09424739475447919
mnactic,dscroth,0.09424276970055304
uemp3m,dngoth,0.09423729929826932
pdwrk,mainact,0.09421712573416167
dngoth,lrscale,0.09418671192865746
emplrel,sclmeet,0.09415560495013829
pplfair,crmvct,0.09414312034126682
trstplt,domicil,0.09414089431912087
rshpsts,dscrgrp,0.09412146667303041
edulvlfb,dscrdsb,0.09412094406614066
maritalb,rtrdp,0.09411363723125629
marsts,freehms,0.09411297156294282
